745349.9850	1040694.488	254.654
745349.986	1040695.914	254.766
745348.504	1040696.066	254.748
745348.572	1040697.423	255.199
745347.095	1040697.42	255.455
745349.944	1040697.524	255.044
745351.552	1040695.89	255.013
745351.399	1040694.404	254.984
745351.642	1040692.927	255.361
745352.97	1040694.429	255.466
745352.903	1040696.011	255.225
745351.521	1040697.502	255.126
745350.012	1040698.97	255.412
745351.573	1040699.04	255.315
745353.106	1040697.572	255.276
745354.51	1040696.043	255.538
745353.006	1040698.92	255.394
745351.434	1040700.542	255.621
745349.888	1040700.517	255.854
745348.46	1040700.467	256.167
745348.473	1040699.089	255.694
745347.041	1040699.079	255.977
745345.458	1040699.01	256.164
745344.036	1040700.439	256.577
745345.457	1040700.575	256.59
745347.057	1040700.357	256.308
745348.62	1040701.929	256.604
745350.07	1040702.054	256.309
745351.471	1040701.928	256.041
745352.994	1040702.088	255.983
745353.02	1040700.399	255.642
745354.473	1040700.571	255.775
745354.533	1040698.97	255.64
745354.623	1040697.41	255.522
745353.092	1040692.983	255.891
745352.996	1040691.413	256.452
745354.507	1040694.613	255.854
745355.932	1040696.007	256.001
745355.916	1040697.496	255.868
745355.918	1040698.909	255.888
745355.924	1040700.597	255.991
745354.429	1040701.991	256.032
745355.974	1040701.997	256.289
745357.433	1040700.587	256.433
745357.407	1040698.983	256.284
745357.44	1040697.511	256.348
745342.389	1040702.027	256.856
745344.101	1040702.054	256.909
745345.555	1040702.02	256.923
745347.008	1040702.01	256.826
745342.454	1040703.567	257.118
745343.859	1040703.546	257.174
745345.53	1040703.599	257.181
745347.05	1040703.496	257.146
745348.412	1040703.506	257.053
745349.918	1040703.45	256.811
745351.382	1040703.643	256.866
745352.938	1040703.586	256.597
745354.447	1040703.565	256.622
745356.063	1040703.567	256.818
745357.511	1040701.945	256.633
745358.921	1040698.933	256.855
745359.127	1040697.393	257.128
745357.549	1040696.105	256.671
745356.113	1040694.62	256.513
745354.486	1040693.09	256.485
745354.504	1040691.6	256.925
745355.901	1040693.116	257.106
745357.374	1040694.48	257.179
745354.481	1040689.9	257.536
745356.06	1040691.62	257.6
745359.221	1040696.04	257.65
745360.458	1040699.076	257.535
745360.551	1040700.543	257.541
745358.937	1040700.694	256.963
745359.092	1040702.009	257.165
745357.627	1040703.532	257.046
745355.922	1040705.071	257.294
745354.401	1040705.047	257.263
745352.894	1040705.071	257.274
745351.481	1040705.012	257.192
745349.936	1040704.995	257.404
745348.367	1040705.122	257.548
745346.97	1040705.024	257.545
745345.397	1040704.967	257.46
745344.079	1040704.964	257.363
745342.452	1040704.931	257.232
745340.975	1040705.106	257.18
745339.454	1040705.071	257.057
745339.586	1040706.58	257.345
745341.01	1040706.509	257.358
745342.447	1040706.387	257.387
745344.06	1040706.518	257.499
745345.461	1040706.5	257.59
745347.019	1040706.518	257.767
745348.427	1040706.503	257.878
745349.885	1040706.398	257.983
745351.561	1040706.503	257.885
745353.011	1040706.468	257.796
745354.378	1040706.445	257.897
745352.967	1040708.029	258.442
745351.569	1040708.039	258.308
745349.967	1040707.952	258.16
745348.437	1040707.979	257.986
745347.011	1040707.882	257.884
745345.478	1040708.063	257.814
745344.011	1040707.991	257.763
745342.462	1040707.969	257.693
745340.986	1040707.991	257.695
